SK_ID_CURR,TARGET
100001,0.06732757341504852
100005,0.05762521157102899
100013,0.011013740266359122
100028,0.03872562358276644
100038,0.05970850816306143
100042,0.04373041828734095
100057,0.04945136078181909
100065,0.04830376756046718
100066,0.02050925115250217
100067,0.051685455751350536
100074,0.1284319622493262
100090,0.027631993366204272
100091,0.0985290489564489
100092,0.0878971136359915
100106,0.018389127573907968
100107,0.1147050540981177
100109,0.07574218986250715
100117,0.07907200797957216
100128,0.08887301587301588
100141,0.057393208558455366
100150,0.06302924590723094
100168,0.06207112298509088
100169,0.04555774971297359
100170,0.03482625482625483
100171,0.08009982520530837
100172,0.061949409032528165
100184,0.03852568970793384
100187,0.0526949980439633
100212,0.09260506036245379
100222,0.08510196586928172
100223,0.0347218981899833
100232,0.05557079888155966
100241,0.17137388720543964
100245,0.08458872024896122
100253,0.011612236867991343
100256,0.11137487381791278
100271,0.012606639874486231
100278,0.24469510231352337
100280,0.04049859834684633
100306,0.1504999568662007
100311,0.07595875088848708
100312,0.03800390420394136
100330,0.13956831237539957
100331,0.08164338507021433
100352,0.05918254819666936
100358,0.07658879945112272
100367,0.048996261426290155
100382,0.16299485820006993
100384,0.11706623486275669
100385,0.05622707140472471
100386,0.044064961895083084
100399,0.02091923660787616
100404,0.11856011111488089
100416,0.03407434982609325
100422,0.07778435727183675
100426,0.0224894127584548
100438,0.05620959609537796
100444,0.10997158442607645
100445,0.09453174603174602
100446,0.11663014621109294
100447,0.05088319708866562
100450,0.05585389490774809
100466,0.07019797539607421
100483,0.015542999703877479
100484,0.05971087932281962
100494,0.0862428185851182
100510,0.127858126520641
100512,0.0934226513487927
100517,0.04642543571180134
100548,0.06313497548552131
100551,0.058346613403058425
100552,0.08206068488939128
100553,0.10991091490193373
100561,0.10058049886621316
100568,0.23943240719753095
100569,0.04021823121315452
100591,0.07414726420027057
100592,0.044515796337749734
100602,0.05473988931596639
100607,0.040560651750716235
100613,0.08915596605919429
100617,0.11874824715960525
100618,0.06504472933309771
100622,0.10544032235419204
100625,0.09368598698992114
100677,0.14968190494980155
100699,0.057505516129938206
100702,0.3110390051016713
100711,0.061216383846243005
100729,0.056903989047207996
100740,0.07046638036662321
100744,0.12711656066548396
100745,0.0986503513660368
100747,0.15377170320718708
100751,0.27930250556569175
100752,0.13644205489366779
100753,0.1595047486815883
100754,0.0846682869202466
100760,0.05299212267863324
100762,0.09199272281197356
100763,0.10412527147263843
100765,0.047075424817177094
100770,0.1018121693121693
100772,0.03893012503622283
100777,0.05118996831669548
100791,0.013293085293085292
100792,0.039583668005354754
100797,0.035159793424602875
100823,0.08084907622138086
100826,0.05845835948575588
100830,0.07346138282336832
100836,0.12922768031341886
100872,0.13182658915006404
100910,0.09370183796051325
100913,0.10549452947272334
100918,0.07691774891774891
100931,0.03012158054711246
100952,0.08095449062607411
100953,0.05258816799536092
100965,0.11645280784858679
100970,0.04219590033989098
100982,0.13202639526329968
100983,0.19757151217677535
100984,0.07515079365079366
100987,0.06020931915762866
100997,0.017833694908724284
100998,0.12896405016320153
101002,0.0924507910013169
101005,0.15448406847264948
101008,0.14149354166123954
101020,0.09028951952017211
101021,0.10494345309454296
101024,0.13828683708823583
101025,0.20297360469213005
101026,0.0734274364346873
101031,0.007335803945008965
101041,0.029264301959578236
101051,0.02768372485304308
101055,0.08
101056,0.19538681744176045
101057,0.026656262105214462
101064,0.056549638928084664
101079,0.0762585506292403
101087,0.04159798282766358
101090,0.027877112135176647
101092,0.09580736414523155
101097,0.07692137678127425
101099,0.04120858670305973
101107,0.12125472730550925
101118,0.06342323283790181
101125,0.08401239782901809
101126,0.04042929682960015
101128,0.07283909201722635
101136,0.08398171854870878
101140,0.11234988941359964
101149,0.0754910114918253
101160,0.10069665190397722
101169,0.07644418577737555
101181,0.11419014060874526
101186,0.04737704060602433
101190,0.0999574610302582
101193,0.15787851677815085
101194,0.11901645658263306
101198,0.09797258297258297
101200,0.03237351471946498
101204,0.06493051178107483
101211,0.05194477777270289
101213,0.1222016572342219
101223,0.04451088409592343
101225,0.13042419930022642
101237,0.08093282312645958
101243,0.060556916699148984
101244,0.09031918790759028
101258,0.06505453102155274
101259,0.139681421672848
101268,0.06645931143092713
101269,0.07671869066605909
101271,0.08789798823320707
101279,0.03928110291984514
101281,0.07672401947427639
