SK_ID_CURR,TARGET
100001,0.08695652173913043
100005,0.0
100013,0.2
100028,0.0
100038,0.0
100042,1.0
100057,0.0
100065,0.13043478260869565
100066,0.25
100067,0.0
100074,0.07051282051282051
100090,0.0
100091,0.0
100092,0.1348314606741573
100106,0.09375
100107,0.19230769230769232
100109,0.25
100117,0.0
100128,0.0
100141,0.0
100150,0.12345679012345678
100168,0.0
100169,0.04918032786885246
100170,0.0
100171,0.13333333333333333
100172,0.0738255033557047
100184,0.0625
100187,0.0
100212,0.13013698630136986
100222,0.0
100223,0.0
100232,0.25
100241,0.0
100245,0.12903225806451613
100253,0.0
100256,0.2
100271,0.0
100278,0.11538461538461539
100280,0.0
100306,0.0851063829787234
100311,0.0
100312,0.0
100330,0.0
100331,0.0
100352,0.07692307692307693
100358,0.0
100367,0.2
100382,0.0
100384,0.0851063829787234
100385,0.0
100386,0.0
100399,0.034482758620689655
100404,0.043478260869565216
100416,0.0
100422,0.06741573033707865
100426,0.07258064516129033
100438,0.056179775280898875
100444,1.0
100445,0.0
100446,0.0
100447,0.0
100450,0.0
100466,0.0
100483,0.1021021021021021
100484,0.0
100494,0.07338129496402877
100510,0.0
100512,0.0
100517,0.0
100548,0.08
100551,0.0
100552,0.0
100553,0.0
100561,0.0
100568,0.08139534883720931
100569,0.0
100591,0.07142857142857142
100592,0.0
100602,0.1506849315068493
100607,0.13012048192771083
100613,0.2222222222222222
100617,0.4
100618,0.13978494623655913
100622,0.0
100625,0.0
100677,0.0
100699,0.0
100702,0.3333333333333333
100711,0.125
100729,0.09090909090909091
100740,0.07142857142857142
100744,0.06382978723404255
100745,0.03640256959314775
100747,0.0
100751,0.11666666666666667
100752,0.07338129496402877
100753,0.18181818181818182
100754,0.0
100760,0.0
100762,0.08841463414634146
100763,0.0
100765,0.0
100770,0.0
100772,0.14285714285714285
100777,0.034482758620689655
100791,0.02702702702702703
100792,0.13114754098360656
100797,0.0
100823,0.04242424242424243
100826,0.10554089709762533
100830,0.09523809523809523
100836,0.0
100872,0.13953488372093023
100910,0.3333333333333333
100913,0.0
100918,0.0
100931,0.0
100952,0.06135986733001658
100953,0.043478260869565216
100965,0.08064516129032258
100970,0.4
100982,0.045454545454545456
100983,0.0
100984,0.09054325955734406
100987,0.0
100997,0.0
100998,0.2
101002,0.0
101005,0.058981233243967826
101008,0.13076923076923078
101020,0.0
101021,0.08841463414634146
101024,0.0
101025,0.0
101026,0.0625
101031,0.0
101041,0.03488372093023256
101051,0.0
101055,0.0410958904109589
101056,0.25
101057,0.04932735426008968
101064,0.0
101079,0.05555555555555555
101087,0.0
101090,0.0
101092,0.0
101097,0.0
101099,0.0
101107,0.0
101118,0.0
101125,0.14814814814814814
101126,0.0
101128,0.09375
101136,0.0
101140,0.13731825525040386
101149,0.0
101160,0.043478260869565216
101169,0.0
101181,1.0
101186,0.2
101190,0.0
101193,0.0
101194,0.26666666666666666
101198,0.046753246753246755
101200,0.0
101204,0.0
101211,0.0
101213,0.06666666666666667
101223,0.08719346049046321
101225,0.0
101237,0.5
101243,0.07317073170731707
101244,0.07177033492822966
101258,0.0
101259,0.0
101268,0.05555555555555555
101269,0.0
101271,0.2631578947368421
101279,0.0
101281,0.07692307692307693
101287,0.09090909090909091
101292,0.0
101294,0.0
101296,0.0
101297,0.07407407407407407
101299,0.01818181818181818
101301,0.25
101305,0.0
101308,0.0
101318,0.07792207792207792
101327,0.10526315789473684
101329,0.0
101332,0.1111111111111111
101337,0.1
101343,0.16666666666666666
101345,0.0
101346,0.09054325955734406
101353,0.03676470588235294
101354,1.0
101355,0.0
101356,0.14285714285714285
101362,0.13013698630136986
101363,0.07692307692307693
101365,0.0
101366,0.0
101367,0.18421052631578946
101368,0.01694915254237288
101374,0.13043478260869565
101380,0.0
101383,0.0625
101398,0.06135986733001658
101399,0.1348314606741573
101401,0.1
101412,0.0
101426,0.11926605504587157
101427,0.020833333333333332
101428,0.06611570247933884
101429,0.0778816199376947
101434,0.0
101440,0.0
101448,0.0
101449,0.0752212389380531
101465,0.07142857142857142
101467,0.0
101472,0.07692307692307693
101478,0.0
101497,0.0
101504,0.043478260869565216
101547,0.041666666666666664
101548,0.0
101555,0.0
101570,0.07023411371237458
101572,0.0
